id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3,winner
444,2013,Mumbai,13-05-2013,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,0,7,KA Pollard,Wankhede Stadium,AK Chaudhary,SJA Taufel,,Mumbai Indians
445,2013,Ranchi,15-05-2013,Pune Warriors,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,7,0,MK Pandey,JSCA International Stadium Complex,NJ Llong,K Srinath,,Pune Warriors
446,2013,Chennai,14-05-2013,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,33,0,MS Dhoni,"MA Chidambaram Stadium, Chepauk",C Shamshuddin,RJ Tucker,,Chennai Super Kings
447,2013,Mumbai,15-05-2013,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,14,0,AP Tare,Wankhede Stadium,Asad Rauf,S Asnani,,Mumbai Indians
448,2013,Chandigarh,06-05-2013,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,0,6,DA Miller,"Punjab Cricket Association Stadium, Mohali",VA Kulkarni,NJ Llong,,Kings XI Punjab
449,2013,Hyderabad,17-05-2013,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,23,0,A Mishra,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,AK Chaudhary,,Sunrisers Hyderabad
450,2013,Dharamsala,18-05-2013,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,50,0,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium,HDPK Dharmasena,CK Nandan,,Kings XI Punjab
451,2013,Pune,19-05-2013,Pune Warriors,Delhi Daredevils,Pune Warriors,bat,normal,0,38,0,LJ Wright,Subrata Roy Sahara Stadium,NJ Llong,SJA Taufel,,Pune Warriors
452,2013,Bangalore,18-05-2013,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,24,0,V Kohli,M Chinnaswamy Stadium,C Shamshuddin,RJ Tucker,,Royal Challengers Bangalore
453,2013,Hyderabad,19-05-2013,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,normal,0,0,5,PA Patel,"Rajiv Gandhi International Stadium, Uppal",Asad Rauf,S Asnani,,Sunrisers Hyderabad
454,2013,Delhi,21-05-2013,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,48,0,MEK Hussey,Feroz Shah Kotla,NJ Llong,RJ Tucker,,Chennai Super Kings
455,2013,Delhi,22-05-2013,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,normal,0,0,4,BJ Hodge,Feroz Shah Kotla,S Ravi,RJ Tucker,,Rajasthan Royals
456,2013,Kolkata,24-05-2013,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,normal,0,0,4,Harbhajan Singh,Eden Gardens,C Shamshuddin,SJA Taufel,,Mumbai Indians
457,2013,Kolkata,26-05-2013,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,23,0,KA Pollard,Eden Gardens,HDPK Dharmasena,SJA Taufel,,Mumbai Indians
458,2014,Abu Dhabi,16-04-2014,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,0,41,0,JH Kallis,Sheikh Zayed Stadium,M Erasmus,RK Illingworth,,Kolkata Knight Riders
459,2014,Sharjah,17-04-2014,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,0,8,YS Chahal,Sharjah Cricket Stadium,Aleem Dar,S Ravi,,Royal Challengers Bangalore
460,2014,Abu Dhabi,18-04-2014,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,0,6,GJ Maxwell,Sheikh Zayed Stadium,RK Illingworth,C Shamshuddin,,Kings XI Punjab
461,2014,Abu Dhabi,18-04-2014,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,0,4,AM Rahane,Sheikh Zayed Stadium,BF Bowden,RK Illingworth,,Rajasthan Royals
462,2014,,19-04-2014,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,0,7,PA Patel,Dubai International Cricket Stadium,Aleem Dar,AK Chaudhary,,Royal Challengers Bangalore
463,2014,,19-04-2014,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,0,4,JP Duminy,Dubai International Cricket Stadium,Aleem Dar,VA Kulkarni,,Delhi Daredevils
464,2014,Sharjah,20-04-2014,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,0,7,GJ Maxwell,Sharjah Cricket Stadium,BF Bowden,M Erasmus,,Kings XI Punjab
465,2014,Abu Dhabi,21-04-2014,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,93,0,SK Raina,Sheikh Zayed Stadium,RK Illingworth,C Shamshuddin,,Chennai Super Kings
466,2014,Sharjah,22-04-2014,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,72,0,GJ Maxwell,Sharjah Cricket Stadium,M Erasmus,S Ravi,,Kings XI Punjab
467,2014,,23-04-2014,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,0,7,0,RA Jadeja,Dubai International Cricket Stadium,HDPK Dharmasena,RK Illingworth,,Chennai Super Kings
468,2014,Sharjah,24-04-2014,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,2,0,CA Lynn,Sharjah Cricket Stadium,Aleem Dar,VA Kulkarni,,Kolkata Knight Riders
469,2014,,25-04-2014,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,0,4,0,AJ Finch,Dubai International Cricket Stadium,M Erasmus,S Ravi,,Sunrisers Hyderabad
470,2014,,25-04-2014,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,0,7,MM Sharma,Dubai International Cricket Stadium,BF Bowden,M Erasmus,,Chennai Super Kings
471,2014,Abu Dhabi,26-04-2014,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,0,0,6,PV Tambe,Sheikh Zayed Stadium,HDPK Dharmasena,C Shamshuddin,,Rajasthan Royals
472,2014,Abu Dhabi,26-04-2014,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,23,0,Sandeep Sharma,Sheikh Zayed Stadium,HDPK Dharmasena,RK Illingworth,,Kings XI Punjab
473,2014,Sharjah,27-04-2014,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,0,0,6,M Vijay,Sharjah Cricket Stadium,Aleem Dar,VA Kulkarni,,Delhi Daredevils
474,2014,Sharjah,27-04-2014,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,normal,0,0,5,DR Smith,Sharjah Cricket Stadium,AK Chaudhary,VA Kulkarni,,Chennai Super Kings
475,2014,,28-04-2014,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,0,5,Sandeep Sharma,Dubai International Cricket Stadium,BF Bowden,S Ravi,,Kings XI Punjab
476,2014,Abu Dhabi,29-04-2014,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,tie,0,0,0,JP Faulkner,Sheikh Zayed Stadium,Aleem Dar,AK Chaudhary,,Rajasthan Royals
477,2014,,30-04-2014,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,normal,0,15,0,B Kumar,Dubai International Cricket Stadium,HDPK Dharmasena,M Erasmus,,Sunrisers Hyderabad
478,2014,Ranchi,02-05-2014,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,34,0,RA Jadeja,JSCA International Stadium Complex,AK Chaudhary,NJ Llong,,Chennai Super Kings
479,2014,Mumbai,03-05-2014,Kings XI Punjab,Mumbai Indians,Kings XI Punjab,bat,normal,0,0,5,CJ Anderson,Wankhede Stadium,BNJ Oxenford,C Shamshuddin,,Mumbai Indians
480,2014,Delhi,03-05-2014,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,0,0,7,KK Nair,Feroz Shah Kotla,SS Hazare,S Ravi,,Rajasthan Royals
481,2014,Bangalore,04-05-2014,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,0,4,AB de Villiers,M Chinnaswamy Stadium,HDPK Dharmasena,VA Kulkarni,,Royal Challengers Bangalore
482,2014,Ahmedabad,05-05-2014,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,10,0,PV Tambe,"Sardar Patel Stadium, Motera",NJ Llong,CK Nandan,,Rajasthan Royals
483,2014,Delhi,05-05-2014,Delhi Daredevils,Chennai Super Kings,Chennai Super Kings,field,normal,0,0,8,DR Smith,Feroz Shah Kotla,RM Deshpande,BNJ Oxenford,,Chennai Super Kings
484,2014,Mumbai,06-05-2014,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,19,0,RG Sharma,Wankhede Stadium,S Ravi,K Srinath,,Mumbai Indians
485,2014,Delhi,07-05-2014,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,0,0,8,G Gambhir,Feroz Shah Kotla,BNJ Oxenford,C Shamshuddin,,Kolkata Knight Riders
486,2014,Cuttack,07-05-2014,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,44,0,GJ Maxwell,Barabati Stadium,HDPK Dharmasena,PG Pathak,,Kings XI Punjab
487,2014,Ahmedabad,08-05-2014,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,32,0,B Kumar,"Sardar Patel Stadium, Motera",AK Chaudhary,NJ Llong,,Sunrisers Hyderabad
488,2014,Bangalore,09-05-2014,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,32,0,Sandeep Sharma,M Chinnaswamy Stadium,S Ravi,K Srinath,,Kings XI Punjab
489,2014,Delhi,10-05-2014,Delhi Daredevils,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,1,0,8,DW Steyn,Feroz Shah Kotla,RM Deshpande,BNJ Oxenford,,Sunrisers Hyderabad
490,2014,Mumbai,10-05-2014,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,0,4,DR Smith,Wankhede Stadium,HDPK Dharmasena,VA Kulkarni,,Chennai Super Kings
491,2014,Cuttack,11-05-2014,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,0,9,G Gambhir,Barabati Stadium,NJ Llong,CK Nandan,,Kolkata Knight Riders
492,2014,Bangalore,11-05-2014,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,normal,0,0,5,JP Faulkner,M Chinnaswamy Stadium,S Ravi,RJ Tucker,,Rajasthan Royals
493,2014,Hyderabad,12-05-2014,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,0,0,7,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal",HDPK Dharmasena,VA Kulkarni,,Mumbai Indians
494,2014,Ranchi,13-05-2014,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,0,5,RA Jadeja,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,,Chennai Super Kings
495,2014,Bangalore,13-05-2014,Royal Challengers Bangalore,Delhi Daredevils,Delhi Daredevils,field,normal,0,16,0,Yuvraj Singh,M Chinnaswamy Stadium,K Srinath,RJ Tucker,,Royal Challengers Bangalore
496,2014,Hyderabad,14-05-2014,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,0,6,WP Saha,"Rajiv Gandhi International Stadium, Uppal",VA Kulkarni,PG Pathak,,Kings XI Punjab
497,2014,Cuttack,14-05-2014,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,0,6,RV Uthappa,Barabati Stadium,AK Chaudhary,NJ Llong,,Kolkata Knight Riders
498,2014,Ahmedabad,15-05-2014,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,0,62,0,AM Rahane,"Sardar Patel Stadium, Motera",S Ravi,RJ Tucker,,Rajasthan Royals
499,2014,Ranchi,18-05-2014,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,0,5,AB de Villiers,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,,Royal Challengers Bangalore
500,2014,Hyderabad,18-05-2014,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,normal,0,0,7,UT Yadav,"Rajiv Gandhi International Stadium, Uppal",NJ Llong,CK Nandan,,Kolkata Knight Riders
501,2014,Ahmedabad,19-05-2014,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,25,0,MEK Hussey,"Sardar Patel Stadium, Motera",S Ravi,RJ Tucker,,Mumbai Indians
502,2014,Delhi,19-05-2014,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,0,4,AR Patel,Feroz Shah Kotla,HDPK Dharmasena,PG Pathak,,Kings XI Punjab
503,2014,Hyderabad,20-05-2014,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,normal,0,0,7,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,NJ Llong,,Sunrisers Hyderabad
504,2014,Kolkata,20-05-2014,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,0,8,RV Uthappa,Eden Gardens,RM Deshpande,C Shamshuddin,,Kolkata Knight Riders
505,2014,Chandigarh,21-05-2014,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,0,7,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,VA Kulkarni,,Mumbai Indians
506,2014,Kolkata,22-05-2014,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,30,0,RV Uthappa,Eden Gardens,AK Chaudhary,CK Nandan,,Kolkata Knight Riders
507,2014,Ranchi,22-05-2014,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,0,6,DA Warner,JSCA International Stadium Complex,BNJ Oxenford,C Shamshuddin,,Sunrisers Hyderabad
508,2014,Mumbai,23-05-2014,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,15,0,MEK Hussey,Wankhede Stadium,S Ravi,RJ Tucker,,Mumbai Indians
509,2014,Chandigarh,23-05-2014,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,16,0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,PG Pathak,,Kings XI Punjab
510,2014,Bangalore,24-05-2014,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,0,8,MS Dhoni,M Chinnaswamy Stadium,AK Chaudhary,NJ Llong,,Chennai Super Kings
511,2014,Kolkata,24-05-2014,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,0,4,YK Pathan,Eden Gardens,RM Deshpande,BNJ Oxenford,,Kolkata Knight Riders
512,2014,Chandigarh,25-05-2014,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,0,7,M Vohra,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,VA Kulkarni,,Kings XI Punjab
513,2014,Mumbai,25-05-2014,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,normal,0,0,5,CJ Anderson,Wankhede Stadium,K Srinath,RJ Tucker,,Mumbai Indians
514,2014,Kolkata,27-05-2014,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,field,normal,0,28,0,UT Yadav,Eden Gardens,NJ Llong,S Ravi,,Kolkata Knight Riders
515,2014,Mumbai,28-05-2014,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,0,7,SK Raina,Brabourne Stadium,VA Kulkarni,BNJ Oxenford,,Chennai Super Kings
516,2014,Mumbai,30-05-2014,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,24,0,V Sehwag,Wankhede Stadium,HDPK Dharmasena,RJ Tucker,,Kings XI Punjab
517,2014,Bangalore,01-06-2014,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,0,3,MK Pandey,M Chinnaswamy Stadium,HDPK Dharmasena,BNJ Oxenford,,Kolkata Knight Riders
518,2015,Kolkata,08-04-2015,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,0,7,M Morkel,Eden Gardens,S Ravi,C Shamshuddin,,Kolkata Knight Riders
519,2015,Chennai,09-04-2015,Chennai Super Kings,Delhi Daredevils,Delhi Daredevils,field,normal,0,1,0,A Nehra,"MA Chidambaram Stadium, Chepauk",RK Illingworth,VA Kulkarni,,Chennai Super Kings
520,2015,Pune,10-04-2015,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,normal,0,26,0,JP Faulkner,Maharashtra Cricket Association Stadium,SD Fry,CB Gaffaney,,Rajasthan Royals
521,2015,Chennai,11-04-2015,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,normal,0,45,0,BB McCullum,"MA Chidambaram Stadium, Chepauk",RK Illingworth,VA Kulkarni,,Chennai Super Kings
522,2015,Kolkata,11-04-2015,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,0,3,CH Gayle,Eden Gardens,S Ravi,C Shamshuddin,,Royal Challengers Bangalore
523,2015,Delhi,12-04-2015,Delhi Daredevils,Rajasthan Royals,Rajasthan Royals,field,normal,0,0,3,DJ Hooda,Feroz Shah Kotla,SD Fry,CB Gaffaney,,Rajasthan Royals
524,2015,Mumbai,12-04-2015,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,normal,0,18,0,GJ Bailey,Wankhede Stadium,AK Chaudhary,K Srinivasan,,Kings XI Punjab
525,2015,Bangalore,13-04-2015,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,0,8,DA Warner,M Chinnaswamy Stadium,RM Deshpande,RK Illingworth,,Sunrisers Hyderabad
526,2015,Ahmedabad,14-04-2015,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,normal,0,0,7,SPD Smith,"Sardar Patel Stadium, Motera",AK Chaudhary,SD Fry,,Rajasthan Royals
527,2015,Kolkata,30-04-2015,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,0,7,AD Russell,Eden Gardens,AK Chaudhary,M Erasmus,,Kolkata Knight Riders
528,2015,Pune,15-04-2015,Kings XI Punjab,Delhi Daredevils,Kings XI Punjab,bat,normal,0,0,5,MA Agarwal,Maharashtra Cricket Association Stadium,CB Gaffaney,K Srinath,,Delhi Daredevils
529,2015,Visakhapatnam,16-04-2015,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,0,6,AM Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,PG Pathak,S Ravi,,Rajasthan Royals
530,2015,Mumbai,17-04-2015,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,normal,0,0,6,A Nehra,Wankhede Stadium,AK Chaudhary,M Erasmus,,Chennai Super Kings
531,2015,Visakhapatnam,18-04-2015,Delhi Daredevils,Sunrisers Hyderabad,Delhi Daredevils,bat,normal,0,4,0,JP Duminy,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,PG Pathak,S Ravi,,Delhi Daredevils
532,2015,Pune,18-04-2015,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,0,4,AD Russell,Maharashtra Cricket Association Stadium,SD Fry,CK Nandan,,Kolkata Knight Riders
533,2015,Ahmedabad,19-04-2015,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,0,8,AM Rahane,"Sardar Patel Stadium, Motera",AK Chaudhary,M Erasmus,,Rajasthan Royals
534,2015,Bangalore,19-04-2015,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,18,0,Harbhajan Singh,M Chinnaswamy Stadium,RK Illingworth,VA Kulkarni,,Mumbai Indians
535,2015,Delhi,20-04-2015,Delhi Daredevils,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,0,6,UT Yadav,Feroz Shah Kotla,SD Fry,CB Gaffaney,,Kolkata Knight Riders
536,2015,Ahmedabad,21-04-2015,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,tie,0,0,0,SE Marsh,"Sardar Patel Stadium, Motera",M Erasmus,S Ravi,,Kings XI Punjab
537,2015,Visakhapatnam,22-04-2015,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,1,16,0,DA Warner,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,RK Illingworth,VA Kulkarni,,Sunrisers Hyderabad
538,2015,Bangalore,22-04-2015,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,27,0,SK Raina,M Chinnaswamy Stadium,JD Cloete,C Shamshuddin,,Chennai Super Kings
539,2015,Delhi,23-04-2015,Delhi Daredevils,Mumbai Indians,Mumbai Indians,field,normal,0,37,0,SS Iyer,Feroz Shah Kotla,SD Fry,CK Nandan,,Delhi Daredevils
540,2015,Ahmedabad,24-04-2015,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,0,9,MA Starc,"Sardar Patel Stadium, Motera",M Erasmus,S Ravi,,Royal Challengers Bangalore
541,2015,Mumbai,25-04-2015,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,normal,0,20,0,SL Malinga,Wankhede Stadium,HDPK Dharmasena,CB Gaffaney,,Mumbai Indians
542,2015,Chennai,25-04-2015,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,normal,0,97,0,BB McCullum,"MA Chidambaram Stadium, Chepauk",JD Cloete,C Shamshuddin,,Chennai Super Kings
543,2015,Delhi,26-04-2015,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,0,10,VR Aaron,Feroz Shah Kotla,M Erasmus,S Ravi,,Royal Challengers Bangalore
544,2015,Chandigarh,27-04-2015,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,normal,0,20,0,TA Boult,"Punjab Cricket Association Stadium, Mohali",HDPK Dharmasena,CB Gaffaney,,Sunrisers Hyderabad
545,2015,Kolkata,07-05-2015,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,13,0,PP Chawla,Eden Gardens,AK Chaudhary,M Erasmus,,Kolkata Knight Riders
546,2015,Bangalore,29-04-2015,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,no result,0,0,0,,M Chinnaswamy Stadium,JD Cloete,PG Pathak,,
547,2015,Chennai,28-04-2015,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,2,0,DJ Bravo,"MA Chidambaram Stadium, Chepauk",RM Deshpande,VA Kulkarni,,Chennai Super Kings
548,2015,Delhi,01-05-2015,Kings XI Punjab,Delhi Daredevils,Delhi Daredevils,field,normal,0,0,9,NM Coulter-Nile,Feroz Shah Kotla,RK Illingworth,S Ravi,,Delhi Daredevils
549,2015,Mumbai,01-05-2015,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,normal,0,8,0,AT Rayudu,Wankhede Stadium,HDPK Dharmasena,CK Nandan,,Mumbai Indians
550,2015,Bangalore,02-05-2015,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,0,7,Mandeep Singh,M Chinnaswamy Stadium,JD Cloete,PG Pathak,,Royal Challengers Bangalore
551,2015,Hyderabad,02-05-2015,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,0,22,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,K Srinivasan,,Sunrisers Hyderabad
552,2015,Chandigarh,03-05-2015,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,normal,0,23,0,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",RK Illingworth,VA Kulkarni,,Mumbai Indians
553,2015,Mumbai,03-05-2015,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,0,14,0,AM Rahane,Brabourne Stadium,HDPK Dharmasena,CB Gaffaney,,Rajasthan Royals
554,2015,Chennai,04-05-2015,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,24,0,SK Raina,"MA Chidambaram Stadium, Chepauk",C Shamshuddin,K Srinath,,Chennai Super Kings
555,2015,Kolkata,04-05-2015,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,0,35,0,UT Yadav,Eden Gardens,AK Chaudhary,M Erasmus,,Kolkata Knight Riders
556,2015,Mumbai,05-05-2015,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,0,0,5,Harbhajan Singh,Wankhede Stadium,HDPK Dharmasena,CB Gaffaney,,Mumbai Indians
557,2015,Bangalore,06-05-2015,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,138,0,CH Gayle,M Chinnaswamy Stadium,RK Illingworth,VA Kulkarni,,Royal Challengers Bangalore
558,2015,Mumbai,07-05-2015,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,normal,0,7,0,EJG Morgan,Brabourne Stadium,JD Cloete,C Shamshuddin,,Sunrisers Hyderabad
559,2015,Chennai,08-05-2015,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,0,6,HH Pandya,"MA Chidambaram Stadium, Chepauk",CB Gaffaney,CK Nandan,,Mumbai Indians
560,2015,Kolkata,09-05-2015,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,bat,normal,0,0,1,AD Russell,Eden Gardens,AK Chaudhary,HDPK Dharmasena,,Kolkata Knight Riders
561,2015,Raipur,09-05-2015,Sunrisers Hyderabad,Delhi Daredevils,Sunrisers Hyderabad,bat,normal,0,6,0,MC Henriques,Shaheed Veer Narayan Singh International Stadium,VA Kulkarni,S Ravi,,Sunrisers Hyderabad
562,2015,Mumbai,10-05-2015,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,bat,normal,0,39,0,AB de Villiers,Wankhede Stadium,JD Cloete,C Shamshuddin,,Royal Challengers Bangalore
563,2015,Chennai,10-05-2015,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,12,0,RA Jadeja,"MA Chidambaram Stadium, Chepauk",M Erasmus,CK Nandan,,Chennai Super Kings
564,2015,Hyderabad,11-05-2015,Sunrisers Hyderabad,Kings XI Punjab,Sunrisers Hyderabad,bat,normal,0,5,0,DA Warner,"Rajiv Gandhi International Stadium, Uppal",AK Chaudhary,HDPK Dharmasena,,Sunrisers Hyderabad
565,2015,Raipur,12-05-2015,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,0,6,Z Khan,Shaheed Veer Narayan Singh International Stadium,RK Illingworth,VA Kulkarni,,Delhi Daredevils
566,2015,Chandigarh,13-05-2015,Kings XI Punjab,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,22,0,AR Patel,"Punjab Cricket Association Stadium, Mohali",JD Cloete,C Shamshuddin,,Kings XI Punjab
567,2015,Mumbai,14-05-2015,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,5,0,HH Pandya,Wankhede Stadium,RK Illingworth,VA Kulkarni,,Mumbai Indians
